borrower_id,income_band,annual_income,employment_type,years_employed,credit_grade,credit_score,region,age
B004663,Middle,762432,Business Owner,1,C,676,West,37
B004664,Low,287611,Salaried,25,C,660,South,32
B004665,Middle,983995,Salaried,22,F,409,South,64
B004666,Lower-Middle,332635,Freelancer,24,A,872,East,53
B004667,Upper-Middle,1581641,Self-Employed,26,F,405,North,29
B004668,Lower-Middle,353998,Business Owner,16,E,516,West,62
B004669,Upper-Middle,1424808,Salaried,13,C,698,East,49
B004670,Lower-Middle,540257,Self-Employed,23,F,370,East,39
B004671,Low,183517,Salaried,27,C,622,South,37
B004672,Lower-Middle,397538,Salaried,17,D,606,East,56
B004673,Low,291664,Salaried,5,E,492,West,39
B004674,Lower-Middle,425310,Business Owner,4,C,705,East,52
B004675,Middle,630682,Salaried,23,A,859,West,41
B004676,Low,212471,Salaried,6,F,440,East,50
B004677,Low,217733,Salaried,14,B,779,North,54
B004678,Low,266807,Salaried,9,F,410,North,22
B004679,Low,202256,Self-Employed,24,C,660,West,26
B004680,Upper-Middle,1101345,Self-Employed,6,C,657,North,52
B004681,High,3511892,Self-Employed,14,C,625,East,33
B004682,Low,206299,Salaried,26,C,686,South,55
B004683,Upper-Middle,1024961,Salaried,14,G,300,West,37
B004684,Upper-Middle,1665880,Salaried,5,B,753,South,24
B004685,High,3926382,Self-Employed,9,D,579,West,40
B004686,Lower-Middle,588827,Freelancer,2,C,656,North,60
B004687,Lower-Middle,486175,Salaried,24,B,764,West,64
B004688,Middle,705507,Freelancer,25,C,609,North,41
B004689,Upper-Middle,1693728,Salaried,29,D,581,East,49
B004690,Middle,671169,Business Owner,4,D,596,West,54
B004691,Middle,899724,Self-Employed,7,C,625,North,39
B004692,Lower-Middle,561681,Self-Employed,0,G,300,East,51
B004693,Middle,971017,Self-Employed,14,C,705,West,59
B004694,Upper-Middle,1455402,Salaried,20,E,487,South,56
B004695,Lower-Middle,587133,Business Owner,8,A,832,North,45
B004696,Middle,614357,Salaried,4,D,599,South,21
B004697,Lower-Middle,311427,Self-Employed,3,C,641,South,52
B004698,Middle,904625,Salaried,11,D,553,North,49
B004699,Middle,999110,Salaried,23,E,466,Central,41
B004700,Upper-Middle,1118190,Freelancer,9,E,525,West,34
B004701,High,2623847,Salaried,19,C,644,East,41
B004702,Lower-Middle,595821,Salaried,28,E,488,East,37
B004703,Lower-Middle,561535,Salaried,2,C,699,West,27
B004704,Lower-Middle,423264,Self-Employed,2,A,824,West,26
B004705,Low,283591,Business Owner,22,D,535,West,35
B004706,Lower-Middle,435320,Freelancer,1,F,454,South,46
B004707,Low,200896,Self-Employed,14,A,853,North,21
B004708,Lower-Middle,476275,Salaried,23,D,563,North,52
B004709,Low,191787,Salaried,23,E,486,West,22
B004710,Lower-Middle,497088,Salaried,9,D,599,Central,31
B004711,Upper-Middle,1232556,Self-Employed,3,D,540,North,61
B004712,Lower-Middle,452280,Unemployed,16,B,748,North,27
B004713,Middle,909183,Salaried,11,B,780,South,31
B004714,Upper-Middle,1690056,Salaried,0,C,708,South,62
B004715,Middle,616081,Self-Employed,26,D,617,North,24
B004716,Lower-Middle,517677,Self-Employed,29,C,673,East,31
B004717,Lower-Middle,566543,Self-Employed,0,D,619,Central,45
B004718,Middle,894596,Salaried,19,D,536,West,35
B004719,Middle,692154,Salaried,7,B,764,South,46
B004720,Low,262003,Salaried,19,E,423,East,59
B004721,Lower-Middle,541405,Salaried,3,D,616,Central,41
B004722,Middle,671864,Self-Employed,22,D,591,West,39
B004723,Lower-Middle,573512,Salaried,3,C,715,North,34
B004724,Middle,708972,Salaried,10,C,655,East,35
B004725,Low,291969,Freelancer,9,D,546,North,46
B004726,Lower-Middle,449865,Self-Employed,12,E,510,Central,24
B004727,Upper-Middle,1103510,Salaried,14,E,486,West,27
B004728,Lower-Middle,512232,Freelancer,13,E,518,South,55
B004729,Middle,826905,Salaried,5,B,780,West,40
B004730,Lower-Middle,528846,Business Owner,23,E,482,East,53
B004731,Lower-Middle,389631,Salaried,28,C,669,West,58
B004732,High,1925451,Freelancer,2,B,754,North,32
B004733,Lower-Middle,351692,Salaried,17,B,761,East,37
B004734,Lower-Middle,443203,Salaried,8,E,477,East,47
B004735,Upper-Middle,1036607,Freelancer,28,D,595,North,51
B004736,Upper-Middle,1527320,Self-Employed,23,E,446,East,23
B004737,Middle,801913,Salaried,19,D,531,West,45
B004738,Low,181449,Salaried,2,F,389,West,31
B004739,Low,269833,Salaried,23,D,564,North,40
B004740,Middle,861588,Salaried,28,D,567,West,56
B004741,Lower-Middle,464778,Self-Employed,28,A,881,West,27
B004742,Lower-Middle,516882,Salaried,16,D,583,East,62
B004743,Upper-Middle,1474279,Freelancer,18,D,599,Central,35
B004744,Lower-Middle,302862,Business Owner,3,B,773,West,54
B004745,Low,232063,Freelancer,1,B,798,Central,29
B004746,Low,187736,Salaried,5,C,654,West,52
B004747,Lower-Middle,530666,Salaried,10,A,864,Central,57
B004748,Middle,866298,Self-Employed,6,D,575,Central,50
B004749,Upper-Middle,1474841,Salaried,14,D,552,South,62
B004750,Low,230145,Salaried,5,F,369,North,24
B004751,Lower-Middle,377195,Business Owner,24,D,574,West,61
B004752,Middle,861850,Self-Employed,15,E,516,East,45
B004753,Lower-Middle,538266,Salaried,3,D,565,Central,31
B004754,Middle,757028,Salaried,24,D,567,Central,50
B004755,High,2572190,Salaried,1,C,653,North,42
B004756,Middle,975253,Self-Employed,4,C,640,South,54
B004757,Lower-Middle,540396,Salaried,20,B,748,East,53
B004758,High,1939357,Freelancer,1,D,608,West,52
B004759,Low,191518,Self-Employed,7,C,677,South,58
B004760,High,3675048,Salaried,1,D,566,South,35
B004761,Middle,901702,Business Owner,1,F,390,East,31
B004762,Middle,677613,Freelancer,3,D,588,Central,46
B004763,High,2876106,Business Owner,4,C,655,Central,31
B004764,Middle,674895,Salaried,6,D,602,West,56
B004765,Lower-Middle,477000,Salaried,26,D,611,North,61
B004766,Lower-Middle,326494,Self-Employed,12,E,461,Central,42
B004767,Middle,705430,Business Owner,0,E,482,East,55
B004768,Middle,633458,Unemployed,22,C,680,West,39
B004769,Lower-Middle,577280,Salaried,2,F,433,West,59
B004770,Middle,671977,Self-Employed,0,B,695,East,24
B004771,Middle,808693,Salaried,19,C,654,East,64
B004772,Lower-Middle,353963,Salaried,8,A,786,East,45
B004773,Low,169195,Salaried,27,C,689,North,63
B004774,Lower-Middle,301135,Salaried,0,C,670,West,52
B004775,Low,162312,Salaried,8,B,786,South,53
B004776,Low,229410,Salaried,29,A,844,West,36
B004777,Lower-Middle,457851,Self-Employed,22,A,844,North,50
B004778,Low,188208,Self-Employed,20,F,409,North,54
B004779,Lower-Middle,579975,Salaried,2,E,492,South,53
B004780,Middle,776043,Self-Employed,5,D,567,South,64
B004781,Lower-Middle,542097,Salaried,17,E,512,North,23
B004782,High,2921158,Salaried,3,D,608,West,30
B004783,High,2336152,Unemployed,21,A,858,North,39
B004784,Middle,663669,Salaried,8,F,435,North,48
B004785,High,2185442,Salaried,14,C,707,West,46
B004786,Upper-Middle,1539950,Self-Employed,22,C,655,West,35
B004787,Lower-Middle,524643,Salaried,1,F,400,West,26
B004788,Upper-Middle,1133722,Salaried,29,B,769,Central,31
B004789,Low,298212,Business Owner,26,C,630,West,55
B004790,Middle,965715,Self-Employed,7,E,492,South,45
B004791,Middle,697153,Salaried,8,D,577,West,21
B004792,Low,197093,Freelancer,24,C,651,South,37
B004793,Lower-Middle,591494,Salaried,20,G,316,Central,38
B004794,High,3994720,Salaried,24,F,376,Central,48
B004795,Lower-Middle,423291,Salaried,16,F,361,East,56
B004796,Lower-Middle,551347,Salaried,20,B,700,East,50
B004797,Lower-Middle,576228,Unemployed,29,E,447,West,64
B004798,Middle,952043,Business Owner,15,D,549,Central,39
B004799,Upper-Middle,1535761,Salaried,12,D,580,Central,57
B004800,Upper-Middle,1334666,Salaried,27,A,858,North,21
B004801,Lower-Middle,451394,Salaried,25,D,565,West,34
B004802,Lower-Middle,514004,Self-Employed,19,B,775,South,61
B004803,Low,188843,Salaried,11,F,407,North,23
B004804,Middle,883924,Freelancer,15,D,557,North,63
B004805,Upper-Middle,1420662,Salaried,20,D,556,North,43
B004806,Middle,832674,Salaried,18,B,790,East,33
B004807,Lower-Middle,550783,Freelancer,13,C,656,Central,22
B004808,Middle,977216,Freelancer,23,D,623,Central,58
B004809,Lower-Middle,391649,Salaried,18,E,458,West,28
B004810,Middle,905067,Salaried,3,D,573,West,61
B004811,Middle,839749,Freelancer,4,B,721,West,64
B004812,Middle,716274,Self-Employed,24,C,620,North,30
B004813,Middle,858814,Self-Employed,16,C,652,Central,51
B004814,High,3240690,Self-Employed,25,D,597,North,42
B004815,Lower-Middle,546056,Freelancer,13,C,653,West,46
B004816,Low,210853,Salaried,10,A,864,West,24
B004817,Lower-Middle,543400,Salaried,8,B,737,South,40
B004818,Middle,697766,Salaried,1,D,613,North,40
B004819,Middle,784497,Business Owner,19,D,558,Central,45
B004820,Middle,847679,Salaried,23,A,886,South,34
B004821,Middle,839365,Salaried,22,D,580,East,40
B004822,Lower-Middle,314634,Self-Employed,26,D,553,West,28
B004823,Middle,741094,Salaried,24,B,738,East,35
B004824,Middle,727466,Freelancer,17,A,859,South,45
B004825,Lower-Middle,590437,Salaried,3,C,641,East,48
B004826,Lower-Middle,590608,Self-Employed,22,E,496,East,26
B004827,Low,204394,Self-Employed,17,B,741,East,47
B004828,Lower-Middle,535852,Salaried,22,F,372,South,36
B004829,Upper-Middle,1441770,Salaried,17,D,558,North,31
B004830,Upper-Middle,1316605,Salaried,8,E,450,South,58
B004831,Middle,912792,Business Owner,6,G,312,South,55
B004832,Lower-Middle,585632,Business Owner,3,C,674,South,50
B004833,Middle,743847,Salaried,11,D,560,North,39
B004834,Upper-Middle,1134872,Salaried,26,C,649,East,56
B004835,Lower-Middle,585017,Freelancer,5,A,811,Central,39
B004836,Upper-Middle,1566534,Salaried,7,E,472,North,31
B004837,Low,182333,Freelancer,5,A,860,West,42
B004838,Low,151279,Salaried,13,F,381,Central,45
B004839,Low,249472,Salaried,4,E,494,Central,48
B004840,Low,243431,Self-Employed,26,D,593,South,33
B004841,Upper-Middle,1179051,Salaried,26,D,548,North,45
B004842,Lower-Middle,492728,Freelancer,9,E,543,West,40
B004843,Lower-Middle,346327,Self-Employed,2,A,871,South,31
B004844,Lower-Middle,421201,Self-Employed,12,E,479,South,47
B004845,Lower-Middle,393416,Self-Employed,0,B,714,West,34
B004846,Lower-Middle,559190,Self-Employed,0,A,823,South,37
B004847,Low,193811,Business Owner,14,C,717,East,63
B004848,Middle,712671,Self-Employed,2,C,680,East,44
B004849,Low,263131,Business Owner,14,B,745,Central,45
B004850,Upper-Middle,1013856,Self-Employed,19,E,477,West,46
B004851,Lower-Middle,515672,Salaried,10,D,613,South,26
B004852,Upper-Middle,1037643,Salaried,28,F,409,North,26
B004853,Upper-Middle,1044751,Salaried,20,E,479,South,39
B004854,Low,223589,Salaried,3,E,447,North,21
B004855,Low,293667,Salaried,29,F,394,West,34
B004856,High,2157833,Salaried,27,E,503,West,24
B004857,Middle,721640,Salaried,7,B,771,North,48
B004858,Middle,872417,Business Owner,3,B,733,South,59
B004859,Low,283904,Business Owner,13,C,668,North,22
B004860,Lower-Middle,448551,Salaried,26,C,683,Central,64
B004861,Middle,798937,Freelancer,19,F,434,West,42
B004862,Upper-Middle,1249077,Freelancer,26,D,570,North,27
B004863,Lower-Middle,413213,Freelancer,25,F,444,West,34
B004864,Upper-Middle,1112838,Salaried,0,C,681,Central,36
B004865,Middle,648562,Salaried,20,F,384,North,36
B004866,Low,260280,Salaried,10,A,824,West,35
B004867,Lower-Middle,445354,Self-Employed,29,C,614,East,63
B004868,Lower-Middle,533213,Self-Employed,6,F,374,North,47
B004869,Lower-Middle,494544,Self-Employed,19,C,706,Central,28
B004870,Middle,601380,Business Owner,29,E,478,North,34
B004871,Lower-Middle,451128,Freelancer,22,C,628,East,36
B004872,Lower-Middle,464862,Self-Employed,8,E,468,Central,63
B004873,Middle,654802,Freelancer,28,D,580,South,59
B004874,Middle,982466,Business Owner,16,E,480,South,29
B004875,Middle,919269,Salaried,24,D,588,West,51
B004876,Middle,959934,Business Owner,12,D,571,South,42
B004877,Lower-Middle,479191,Salaried,19,D,564,East,30
B004878,Middle,933026,Salaried,15,D,577,North,30
B004879,Lower-Middle,354102,Unemployed,18,D,551,North,49
B004880,Lower-Middle,556295,Salaried,20,B,763,South,38
B004881,Low,288060,Salaried,25,E,464,North,21
B004882,Middle,607614,Freelancer,10,C,664,East,29
B004883,Middle,856358,Salaried,18,A,857,East,21
B004884,Lower-Middle,328480,Salaried,26,D,570,East,24
B004885,Upper-Middle,1517537,Salaried,24,D,578,Central,28
B004886,Upper-Middle,1716766,Self-Employed,6,E,506,Central,60
B004887,Low,177058,Salaried,8,G,300,East,35
B004888,Middle,797557,Salaried,25,C,711,North,46
B004889,Lower-Middle,328750,Business Owner,28,G,300,South,61
B004890,High,3231033,Salaried,16,D,609,West,50
B004891,Lower-Middle,335542,Self-Employed,12,C,679,Central,62
B004892,Lower-Middle,591545,Salaried,27,D,590,Central,38
B004893,Lower-Middle,396181,Salaried,2,B,784,Central,22
B004894,Lower-Middle,355432,Self-Employed,25,G,309,North,27
B004895,Middle,981149,Salaried,28,C,674,Central,62
B004896,Middle,857686,Salaried,22,A,851,West,63
B004897,Lower-Middle,446222,Salaried,11,D,600,North,47
B004898,Middle,901444,Salaried,10,B,785,South,35
B004899,Upper-Middle,1692605,Salaried,10,A,849,Central,27
B004900,Upper-Middle,1647289,Salaried,6,A,840,East,53
B004901,Middle,742281,Salaried,8,F,373,West,37
B004902,Lower-Middle,418850,Salaried,27,A,854,North,60
B004903,Low,229005,Salaried,17,D,567,West,51
B004904,Upper-Middle,1469020,Business Owner,4,D,535,South,45
B004905,Middle,720436,Salaried,6,F,396,West,57
B004906,Middle,654462,Self-Employed,0,F,401,North,39
B004907,Upper-Middle,1351081,Self-Employed,24,F,419,Central,48
B004908,Low,272281,Salaried,25,C,669,South,32
B004909,Middle,710529,Salaried,19,C,643,East,64
B004910,Lower-Middle,412421,Salaried,24,E,515,North,23
B004911,Low,191101,Self-Employed,9,B,707,North,31
B004912,Middle,843905,Salaried,27,B,721,Central,24
B004913,Lower-Middle,585547,Salaried,27,F,392,West,62
B004914,High,2196364,Freelancer,22,A,841,Central,50
B004915,Lower-Middle,533855,Business Owner,4,C,663,Central,32
B004916,Upper-Middle,1531699,Salaried,25,B,738,West,61
B004917,Upper-Middle,1789889,Freelancer,11,A,872,West,53
B004918,Middle,639835,Salaried,3,G,303,South,54
B004919,High,3798757,Salaried,27,B,724,West,44
B004920,Lower-Middle,542254,Salaried,18,C,677,Central,34
B004921,Lower-Middle,571704,Freelancer,15,B,738,South,61
B004922,Low,262640,Salaried,27,D,554,Central,25
B004923,Lower-Middle,384382,Business Owner,4,E,486,East,31
B004924,Upper-Middle,1333664,Self-Employed,27,D,618,West,29
B004925,Middle,643470,Salaried,10,D,524,South,54
B004926,Lower-Middle,300627,Salaried,26,D,537,West,58
B004927,Lower-Middle,584111,Salaried,0,B,735,East,58
B004928,Middle,930802,Self-Employed,21,C,709,South,32
B004929,Middle,632564,Salaried,10,F,369,North,44
B004930,Lower-Middle,436412,Self-Employed,10,E,513,Central,44
B004931,Upper-Middle,1230855,Salaried,28,A,869,West,63
B004932,Middle,718929,Business Owner,5,E,515,East,64
B004933,Upper-Middle,1715734,Self-Employed,4,E,464,East,34
B004934,Lower-Middle,597668,Self-Employed,2,E,489,West,64
B004935,Middle,768826,Salaried,21,E,505,North,60
B004936,Low,272177,Salaried,2,G,317,North,30
B004937,Lower-Middle,349740,Salaried,29,A,900,Central,53
B004938,Middle,907888,Salaried,4,C,715,North,63
B004939,Middle,620322,Self-Employed,17,G,337,North,32
B004940,Lower-Middle,402628,Salaried,16,D,595,Central,34
B004941,Upper-Middle,1454951,Salaried,11,D,597,West,59
B004942,Low,159441,Salaried,0,C,695,West,57
B004943,Middle,647181,Salaried,21,B,802,Central,56
B004944,High,2501753,Self-Employed,5,G,300,West,31
B004945,Middle,789990,Self-Employed,7,C,698,North,32
B004946,Upper-Middle,1171667,Salaried,10,D,585,North,22
B004947,Middle,727053,Salaried,17,B,785,Central,52
B004948,Upper-Middle,1135403,Self-Employed,19,G,311,East,56
B004949,Middle,640519,Self-Employed,27,B,748,South,56
B004950,Middle,767965,Business Owner,25,F,388,South,41
B004951,Lower-Middle,366300,Business Owner,17,C,672,West,24
B004952,Upper-Middle,1521487,Business Owner,12,F,412,Central,64
B004953,Lower-Middle,368247,Business Owner,27,C,659,West,59
B004954,High,2218555,Freelancer,10,F,363,East,36
B004955,Lower-Middle,410328,Self-Employed,15,D,596,East,53
B004956,Lower-Middle,331063,Self-Employed,15,B,756,South,37
B004957,Upper-Middle,1033112,Business Owner,8,C,617,South,58
B004958,Lower-Middle,529524,Salaried,17,E,449,North,45
B004959,Lower-Middle,351815,Salaried,20,D,586,East,64
B004960,Middle,844648,Freelancer,10,C,686,South,55
B004961,Low,195704,Self-Employed,0,B,787,South,49
B004962,Low,198952,Salaried,19,E,476,South,21
B004963,Middle,663229,Salaried,5,D,563,West,40
B004964,Lower-Middle,368952,Salaried,11,D,593,West,48
B004965,Lower-Middle,471653,Salaried,27,C,648,Central,43
B004966,Low,238154,Self-Employed,5,C,649,Central,31
B004967,Lower-Middle,386023,Salaried,2,C,674,Central,47
B004968,Lower-Middle,363084,Salaried,25,A,856,South,30
B004969,Low,201504,Salaried,25,F,413,Central,63
B004970,Middle,635148,Salaried,6,C,672,East,24
B004971,Middle,811742,Salaried,5,D,554,Central,32
B004972,Low,273494,Salaried,23,C,660,Central,21
B004973,Lower-Middle,488939,Self-Employed,17,C,671,West,30
B004974,Upper-Middle,1017506,Salaried,17,D,611,South,34
B004975,Middle,709117,Freelancer,24,D,597,South,62
B004976,Lower-Middle,441436,Self-Employed,22,E,494,West,49
B004977,Middle,964066,Salaried,10,A,866,Central,27
B004978,Lower-Middle,351118,Salaried,0,F,432,North,39
B004979,Upper-Middle,1059306,Salaried,8,G,300,South,27
B004980,High,2965025,Salaried,6,G,310,East,26
B004981,High,3030733,Freelancer,19,B,719,Central,46
B004982,Lower-Middle,594613,Self-Employed,13,D,580,South,42
B004983,Lower-Middle,462328,Business Owner,1,F,388,East,28
B004984,Low,152530,Self-Employed,26,E,523,South,57
B004985,Lower-Middle,500776,Freelancer,2,A,879,West,63
B004986,Lower-Middle,361670,Freelancer,3,F,451,South,57
B004987,Middle,925588,Salaried,27,E,483,North,59
B004988,Lower-Middle,432424,Salaried,16,E,496,East,46
B004989,High,3698417,Salaried,24,C,669,North,31
B004990,Low,176333,Salaried,25,D,613,South,45
B004991,Low,239497,Self-Employed,4,E,489,Central,29
B004992,Upper-Middle,1561757,Salaried,0,C,646,Central,37
B004993,Middle,617304,Business Owner,12,E,447,West,38
B004994,Lower-Middle,442301,Salaried,1,C,702,East,42
B004995,Middle,871991,Business Owner,8,B,768,Central,56
B004996,Lower-Middle,486933,Salaried,11,E,495,North,54
B004997,Low,165953,Salaried,13,C,709,East,50
B004998,Middle,613333,Business Owner,2,A,854,East,40
B004999,Lower-Middle,365147,Salaried,6,E,453,North,22
B005000,Middle,696032,Business Owner,2,E,459,North,57
B005001,Lower-Middle,479425,Freelancer,19,E,505,East,29
B005002,Middle,609527,Salaried,6,C,688,North,48
B005003,Upper-Middle,1218030,Salaried,17,D,636,Central,27
B005004,Low,184970,Salaried,14,A,852,North,38
B005005,Low,275421,Salaried,21,A,898,North,28
B005006,Lower-Middle,406482,Freelancer,9,B,733,West,61
B005007,Upper-Middle,1576642,Business Owner,0,D,563,East,38
B005008,Middle,930041,Salaried,29,D,554,East,60
B005009,Middle,883184,Self-Employed,28,B,767,South,40
B005010,Lower-Middle,333736,Freelancer,13,F,432,North,38
B005011,Lower-Middle,521686,Salaried,1,G,307,West,37
B005012,Middle,939610,Salaried,17,B,738,East,53
B005013,Lower-Middle,412507,Business Owner,17,E,507,South,55
B005014,Middle,955084,Business Owner,11,D,578,South,61
B005015,Lower-Middle,506838,Salaried,7,D,598,North,23
B005016,Lower-Middle,513108,Salaried,3,D,579,West,46
B005017,Middle,818574,Salaried,14,E,489,North,31
B005018,Middle,753378,Self-Employed,12,B,812,Central,62
B005019,Middle,728420,Self-Employed,16,D,555,East,32
B005020,Lower-Middle,539559,Salaried,13,C,682,North,24
B005021,High,3646763,Business Owner,29,A,870,Central,36
B005022,Upper-Middle,1265507,Salaried,28,D,608,South,62
B005023,Upper-Middle,1505194,Self-Employed,29,C,644,South,47
B005024,Middle,889222,Self-Employed,26,E,501,West,50
B005025,Middle,685780,Salaried,27,D,570,North,47
B005026,Middle,852097,Salaried,0,B,760,West,27
B005027,Lower-Middle,401805,Salaried,26,F,391,South,60
B005028,Lower-Middle,381937,Business Owner,8,C,658,Central,26
B005029,Middle,726380,Self-Employed,7,E,530,East,34
B005030,Low,198904,Salaried,17,C,697,West,53
B005031,Low,224263,Freelancer,16,B,727,East,61
B005032,Upper-Middle,1283679,Business Owner,21,F,394,North,31
B005033,Low,257883,Salaried,25,F,398,South,63
B005034,Middle,959796,Salaried,13,C,705,Central,22
B005035,Middle,909117,Self-Employed,24,C,642,East,43
B005036,Lower-Middle,465190,Salaried,21,E,474,North,29
B005037,Upper-Middle,1545669,Freelancer,20,B,742,North,59
B005038,Lower-Middle,569269,Self-Employed,21,F,352,North,25
B005039,Upper-Middle,1473629,Salaried,14,A,802,Central,46
B005040,Upper-Middle,1042817,Salaried,21,B,767,Central,28
B005041,Lower-Middle,389313,Salaried,18,B,742,East,25
B005042,Low,199599,Salaried,7,C,676,East,44
B005043,Lower-Middle,595144,Salaried,20,F,360,East,33
B005044,Lower-Middle,521431,Business Owner,0,D,552,South,44
B005045,Lower-Middle,428415,Business Owner,26,B,749,West,33
B005046,High,2574652,Freelancer,5,A,813,South,40
B005047,Lower-Middle,588511,Salaried,24,C,662,West,30
B005048,Upper-Middle,1612432,Salaried,10,D,572,North,53
B005049,Low,180766,Business Owner,21,D,570,East,60
B005050,High,2843834,Salaried,13,B,726,East,21
B005051,Lower-Middle,367758,Salaried,21,E,519,North,39
B005052,Lower-Middle,596969,Unemployed,2,D,550,Central,60
B005053,Middle,828824,Business Owner,22,G,305,North,62
B005054,Low,162211,Freelancer,20,D,576,West,64
B005055,Upper-Middle,1248972,Salaried,27,C,671,East,24
B005056,Lower-Middle,459392,Self-Employed,4,B,725,West,62
B005057,Middle,805181,Salaried,13,F,407,East,24
B005058,Middle,688160,Salaried,8,A,832,East,32
B005059,Middle,874116,Salaried,29,C,683,West,41
B005060,Low,184995,Business Owner,9,D,602,North,59
B005061,Low,297445,Salaried,19,D,581,South,40
B005062,Low,273680,Self-Employed,17,D,566,East,53
B005063,Lower-Middle,434199,Freelancer,15,E,530,South,45
B005064,Low,204968,Business Owner,22,B,770,North,42
B005065,High,2188626,Salaried,2,E,470,West,25
B005066,Middle,633688,Self-Employed,9,F,371,North,64
B005067,Middle,901878,Salaried,20,A,859,West,25
B005068,Lower-Middle,566098,Salaried,25,A,842,North,30
B005069,Lower-Middle,449784,Salaried,16,G,300,West,58
B005070,Middle,958112,Self-Employed,10,C,672,Central,46
B005071,Lower-Middle,584775,Business Owner,18,C,639,South,34
B005072,Lower-Middle,477109,Freelancer,24,C,672,South,30
B005073,Middle,701725,Salaried,8,D,587,South,27
B005074,Middle,926821,Salaried,4,E,469,East,32
B005075,High,2281571,Salaried,25,E,498,South,56
B005076,Lower-Middle,578789,Unemployed,10,C,651,Central,57
B005077,Middle,676304,Business Owner,28,C,669,Central,50
B005078,Low,203238,Freelancer,17,D,541,West,48
B005079,Lower-Middle,336249,Salaried,23,C,672,South,33
B005080,Middle,713250,Salaried,15,D,606,North,52
B005081,Low,225620,Self-Employed,5,D,542,South,62
B005082,Middle,755316,Salaried,10,F,418,East,36
B005083,Lower-Middle,488622,Salaried,0,A,836,Central,45
B005084,Low,204895,Salaried,6,B,782,West,61
B005085,High,3052889,Salaried,20,E,533,Central,27
B005086,Lower-Middle,488828,Salaried,15,D,582,East,41
B005087,Upper-Middle,1740476,Freelancer,28,A,863,East,52
B005088,Lower-Middle,564634,Business Owner,2,F,409,South,35
B005089,High,2382496,Business Owner,3,D,604,West,24
B005090,Lower-Middle,441300,Salaried,11,D,574,West,29
B005091,Lower-Middle,329827,Business Owner,25,E,506,North,59
B005092,Upper-Middle,1177862,Salaried,2,D,562,East,32
B005093,Lower-Middle,388215,Salaried,16,C,698,Central,59
B005094,Lower-Middle,586301,Salaried,12,C,643,East,55
B005095,High,3462919,Salaried,23,C,658,East,48
B005096,Middle,958652,Freelancer,28,C,654,North,35
B005097,Middle,719453,Business Owner,15,E,499,West,39
B005098,Middle,943534,Salaried,14,C,689,Central,35
B005099,Upper-Middle,1617593,Self-Employed,8,A,863,Central,37
B005100,Upper-Middle,1116352,Salaried,17,D,567,Central,38
B005101,Middle,728633,Salaried,4,A,886,Central,38
B005102,Lower-Middle,513393,Self-Employed,15,E,519,South,35
B005103,Low,198923,Business Owner,1,E,497,West,38
B005104,Middle,700680,Business Owner,6,D,565,South,43
B005105,Upper-Middle,1793120,Salaried,5,C,636,South,44
B005106,Middle,793651,Salaried,3,B,777,North,64
B005107,Low,202233,Salaried,1,D,572,North,28
B005108,Lower-Middle,407051,Salaried,10,B,784,East,62
B005109,Middle,847288,Salaried,8,D,606,North,58
B005110,Upper-Middle,1515994,Salaried,15,B,749,North,62
B005111,Low,279812,Salaried,12,D,580,North,56
B005112,Middle,862903,Salaried,20,B,759,West,47
B005113,Upper-Middle,1749856,Self-Employed,20,A,886,East,39
B005114,High,3063645,Salaried,19,C,661,Central,64
B005115,Low,224011,Salaried,28,E,506,West,57
B005116,High,3528043,Freelancer,15,B,762,North,37
B005117,Middle,685316,Freelancer,15,D,619,South,33
B005118,Upper-Middle,1507591,Salaried,10,E,473,South,29
B005119,Low,210060,Salaried,15,D,554,East,51
B005120,Middle,653606,Salaried,7,D,533,North,60
B005121,Middle,727192,Freelancer,29,B,764,East,59
B005122,Lower-Middle,489726,Salaried,22,B,766,South,57
B005123,Lower-Middle,582543,Salaried,12,B,755,North,58
B005124,Middle,820798,Business Owner,26,G,333,Central,38
B005125,Middle,765182,Self-Employed,25,A,888,South,56
B005126,Low,284243,Salaried,18,B,741,North,31
B005127,Lower-Middle,359763,Salaried,8,B,754,West,45
B005128,Lower-Middle,324342,Salaried,3,E,448,West,37
B005129,High,2510934,Salaried,3,C,671,South,32
B005130,High,1991998,Salaried,23,E,474,South,40
B005131,Lower-Middle,425859,Business Owner,3,C,659,North,54
B005132,Low,186167,Business Owner,17,E,486,South,57
B005133,Lower-Middle,356266,Self-Employed,14,F,412,North,47
B005134,Middle,677015,Self-Employed,19,C,663,North,38
B005135,Upper-Middle,1199102,Self-Employed,1,G,359,South,48
B005136,Middle,816019,Salaried,20,F,397,Central,42
B005137,Low,150256,Business Owner,3,A,814,North,36
B005138,Low,242555,Salaried,13,D,561,Central,29
B005139,Lower-Middle,511192,Salaried,12,D,594,Central,41
B005140,Upper-Middle,1571870,Salaried,15,E,506,North,53
B005141,Middle,803098,Business Owner,1,D,579,South,46
B005142,Middle,785692,Self-Employed,9,D,579,East,48
B005143,Lower-Middle,480540,Salaried,11,C,673,North,54
B005144,High,2457732,Salaried,18,E,505,East,27
B005145,Lower-Middle,334354,Business Owner,7,A,848,West,57
B005146,Upper-Middle,1406606,Salaried,14,D,547,North,33
B005147,Upper-Middle,1693718,Salaried,15,B,741,West,33
B005148,Middle,794460,Business Owner,10,E,474,South,34
B005149,Upper-Middle,1223666,Self-Employed,1,E,459,West,55
